t,lat,lon,alt
0.0,78.383112,-173.685465,4814.99596337589
1.0,78.38478640827921,-173.68384745958727,4814.99596337589
2.0,78.38646081655843,-173.68222991917455,4814.99596337589
3.0,78.38813522483764,-173.68061237876182,4814.99596337589
4.0,78.38980963311685,-173.6789948383491,4814.99596337589
5.0,78.39148404139607,-173.67737729793637,4814.99596337589
6.0,78.39315844967528,-173.67575975752365,4814.99596337589
7.0,78.3948328579545,-173.67414221711093,4814.99596337589
8.0,78.39650726623371,-173.6725246766982,4814.99596337589
9.0,78.39818167451293,-173.67090713628548,4814.99596337589
10.0,78.39985608279214,-173.66928959587275,4814.99596337589
11.0,78.40153049107136,-173.66767205546003,4814.99596337589
12.0,78.40320489935057,-173.6660545150473,4814.99596337589
13.0,78.40487930762978,-173.66443697463458,4814.99596337589
14.0,78.406553715909,-173.66281943422186,4814.99596337589
15.0,78.40822812418821,-173.66120189380914,4814.99596337589
16.0,78.40990253246743,-173.6595843533964,4814.99596337589
17.0,78.41157694074664,-173.6579668129837,4814.99596337589
18.0,78.41325134902586,-173.65634927257096,4814.99596337589
19.0,78.41492575730507,-173.65473173215824,4814.99596337589
20.0,78.41660016558428,-173.65311419174552,4814.99596337589
21.0,78.4182745738635,-173.6514966513328,4814.99596337589
22.0,78.41994898214271,-173.64987911092007,4814.99596337589
23.0,78.42162339042193,-173.64826157050734,4814.99596337589
24.0,78.42329779870114,-173.64664403009462,4814.99596337589
25.0,78.42497220698036,-173.6450264896819,4814.99596337589
26.0,78.42664661525957,-173.64340894926917,4814.99596337589
27.0,78.42832102353879,-173.64179140885645,4814.99596337589
28.0,78.429995431818,-173.64017386844372,4814.99596337589
29.0,78.43166984009721,-173.638556328031,4814.99596337589
30.0,78.43334424837643,-173.63693878761828,4814.99596337589
31.0,78.43501865665564,-173.63532124720555,4814.99596337589
32.0,78.43669306493486,-173.63370370679283,4814.99596337589
33.0,78.43836747321407,-173.6320861663801,4814.99596337589
34.0,78.44004188149329,-173.63046862596738,4814.99596337589
35.0,78.4417162897725,-173.62885108555466,4814.99596337589
36.0,78.44339069805172,-173.62723354514193,4814.99596337589
37.0,78.44506510633093,-173.6256160047292,4814.99596337589
38.0,78.44673951461014,-173.6239984643165,4814.99596337589
39.0,78.44841392288936,-173.62238092390376,4814.99596337589
40.0,78.45008833116857,-173.62076338349104,4814.99596337589
41.0,78.45176273944779,-173.61914584307831,4814.99596337589
42.0,78.453437147727,-173.6175283026656,4814.99596337589
43.0,78.45511155600622,-173.61591076225287,4814.99596337589
44.0,78.45678596428543,-173.61429322184014,4814.99596337589
45.0,78.45846037256464,-173.61267568142742,4814.99596337589
46.0,78.46013478084386,-173.6110581410147,4814.99596337589
47.0,78.46180918912307,-173.60944060060197,4814.99596337589
48.0,78.46348359740229,-173.60782306018925,4814.99596337589
49.0,78.4651580056815,-173.60620551977652,4814.99596337589
50.0,78.46683241396072,-173.6045879793638,4814.99596337589
51.0,78.46850682223993,-173.60297043895108,4814.99596337589
52.0,78.47018123051915,-173.60135289853835,4814.99596337589
53.0,78.47185563879836,-173.59973535812563,4814.99596337589
54.0,78.47353004707757,-173.5981178177129,4814.99596337589
55.0,78.47520445535679,-173.59650027730018,4814.99596337589
56.0,78.476878863636,-173.59488273688746,4814.99596337589
57.0,78.47855327191522,-173.59326519647473,4814.99596337589
58.0,78.48022768019443,-173.591647656062,4814.99596337589
59.0,78.48190208847365,-173.59003011564928,4814.99596337589
60.0,78.48357649675286,-173.58841257523656,4814.99596337589
61.0,78.48525090503207,-173.58679503482384,4814.99596337589
62.0,78.48692531331129,-173.5851774944111,4814.99596337589
63.0,78.4885997215905,-173.5835599539984,4814.99596337589
64.0,78.49027412986972,-173.58194241358567,4814.99596337589
65.0,78.49194853814893,-173.58032487317294,4814.99596337589
66.0,78.49362294642815,-173.57870733276022,4814.99596337589
67.0,78.49529735470736,-173.5770897923475,4814.99596337589
68.0,78.49697176298658,-173.57547225193477,4814.99596337589
69.0,78.49864617126579,-173.57385471152205,4814.99596337589
70.0,78.500320579545,-173.57223717110932,4814.99596337589
71.0,78.50199498782422,-173.5706196306966,4814.99596337589
72.0,78.50366939610343,-173.56900209028387,4814.99596337589
73.0,78.50534380438265,-173.56738454987115,4814.99596337589
74.0,78.50701821266186,-173.56576700945843,4814.99596337589
75.0,78.50869262094108,-173.5641494690457,4814.99596337589
76.0,78.51036702922029,-173.56253192863298,4814.99596337589
77.0,78.5120414374995,-173.56091438822025,4814.99596337589
78.0,78.51371584577872,-173.55929684780753,4814.99596337589
79.0,78.51539025405793,-173.5576793073948,4814.99596337589
80.0,78.51706466233715,-173.55606176698208,4814.99596337589
81.0,78.51873907061636,-173.55444422656936,4814.99596337589
82.0,78.52041347889558,-173.55282668615664,4814.99596337589
83.0,78.52208788717479,-173.5512091457439,4814.99596337589
84.0,78.523762295454,-173.5495916053312,4814.99596337589
85.0,78.52543670373322,-173.54797406491846,4814.99596337589
86.0,78.52711111201243,-173.54635652450574,4814.99596337589
87.0,78.52878552029165,-173.54473898409302,4814.99596337589
88.0,78.53045992857086,-173.5431214436803,4814.99596337589
89.0,78.53213433685008,-173.54150390326757,4814.99596337589
90.0,78.53380874512929,-173.53988636285484,4814.99596337589
91.0,78.5354831534085,-173.53826882244212,4814.99596337589
92.0,78.53715756168772,-173.5366512820294,4814.99596337589
93.0,78.53883196996694,-173.53503374161667,4814.99596337589
94.0,78.54050637824615,-173.53341620120395,4814.99596337589
95.0,78.54218078652536,-173.53179866079122,4814.99596337589
96.0,78.54385519480458,-173.5301811203785,4814.99596337589
97.0,78.54552960308379,-173.52856357996578,4814.99596337589
98.0,78.54720401136301,-173.52694603955305,4814.99596337589
99.0,78.54887841964222,-173.52532849914033,4814.99596337589
100.0,78.55055282792144,-173.5237109587276,4814.99596337589
101.0,78.55222723620065,-173.52209341831488,4814.99596337589
102.0,78.55390164447986,-173.52047587790216,4814.99596337589
103.0,78.55557605275908,-173.51885833748943,4814.99596337589
104.0,78.5572504610383,-173.5172407970767,4814.99596337589
105.0,78.55892486931751,-173.51562325666399,4814.99596337589
106.0,78.56059927759672,-173.51400571625126,4814.99596337589
107.0,78.56227368587594,-173.51238817583854,4814.99596337589
108.0,78.56394809415515,-173.5107706354258,4814.99596337589
109.0,78.56562250243437,-173.5091530950131,4814.99596337589
110.0,78.56729691071358,-173.50753555460037,4814.99596337589
111.0,78.5689713189928,-173.50591801418764,4814.99596337589
112.0,78.5689713189928,-173.50591801418764,4814.99596337589
113.0,78.57064572727201,-173.50430047377492,4814.99596337589
114.0,78.57232013555122,-173.5026829333622,4814.99596337589
115.0,78.57399454383044,-173.50106539294947,4814.99596337589
116.0,78.57566895210965,-173.49944785253675,4814.99596337589
117.0,78.57734336038887,-173.49783031212402,4814.99596337589
118.0,78.57901776866808,-173.4962127717113,4814.99596337589
119.0,78.5806921769473,-173.49459523129858,4814.99596337589
120.0,78.58236658522651,-173.49297769088585,4814.99596337589
121.0,78.58404099350572,-173.49136015047313,4814.99596337589
122.0,78.58571540178494,-173.4897426100604,4814.99596337589
123.0,78.58738981006415,-173.48812506964768,4814.99596337589
124.0,78.58906421834337,-173.48650752923496,4814.99596337589
125.0,78.59073862662258,-173.48488998882223,4814.99596337589
126.0,78.5924130349018,-173.4832724484095,4814.99596337589
127.0,78.59408744318101,-173.48165490799678,4814.99596337589
128.0,78.59576185146022,-173.48003736758406,4814.99596337589
129.0,78.59743625973944,-173.47841982717134,4814.99596337589
130.0,78.59911066801865,-173.4768022867586,4814.99596337589
131.0,78.60078507629787,-173.4751847463459,4814.99596337589
132.0,78.60245948457708,-173.47356720593316,4814.99596337589
133.0,78.6041338928563,-173.47194966552044,4814.99596337589
134.0,78.60580830113551,-173.47033212510772,4814.99596337589
135.0,78.60748270941473,-173.468714584695,4814.99596337589
136.0,78.60915711769394,-173.46709704428227,4814.99596337589
137.0,78.61083152597315,-173.46547950386955,4814.99596337589
138.0,78.61250593425237,-173.46386196345682,4814.99596337589
139.0,78.61418034253158,-173.4622444230441,4814.99596337589
140.0,78.6158547508108,-173.46062688263137,4814.99596337589
141.0,78.61752915909001,-173.45900934221865,4814.99596337589
142.0,78.61920356736923,-173.45739180180593,4814.99596337589
143.0,78.62087797564844,-173.4557742613932,4814.99596337589
144.0,78.62255238392765,-173.45415672098048,4814.99596337589
145.0,78.62422679220687,-173.45253918056775,4814.99596337589
146.0,78.62590120048608,-173.45092164015503,4814.99596337589
