t,lat,lon,alt
1596401876,-29.6706955,-128.075947,2849.63251400412
1596401877,-29.6706955,-128.075947,3042.76227351374
1596401878,-29.6706955,-128.075947,2934.67091954908
1596401879,-29.6706955,-128.075947,2780.80823179342
1596401880,-29.6706955,-128.075947,3238.33613076066
1596401881,-29.6671254006883,-128.068911338341,3103.52905813284
1596401882,-29.6635191017409,-128.061788524288,2870.53833389949
1596401883,-29.6598328701331,-128.054470607007,3007.88077237928
1596401884,-29.656039367848,-128.046919780914,3100.54296401566
1596401885,-29.6521103070816,-128.039108389202,2886.42242444401
1596401886,-29.648042010186,-128.030961326971,2857.03811592073
1596401887,-29.6438078236122,-128.022418292549,2718.73102006161
1596401888,-29.6393726502119,-128.013464439871,2978.63240451594
1596401889,-29.6347070341026,-128.004042157876,2926.94156736305
1596401890,-29.6297586208763,-127.994095029812,2857.56977868036
1596401891,-29.6244903783361,-127.983599693134,2983.68646933717
1596401892,-29.618903415685,-127.972551067825,3125.0738854928
1596401893,-29.6130157989235,-127.960933179569,2892.87820974443
1596401894,-29.6068112273206,-127.948721981723,2948.5529176677
1596401895,-29.6002549788008,-127.935922561495,3004.17858660782
1596401896,-29.593346228976,-127.922530824624,3001.2317434658
1596401897,-29.5860833853701,-127.908542209395,3033.4592120563
1596401898,-29.5784660432847,-127.893998637171,3044.15766463407
1596401899,-29.5705173057636,-127.878929939481,3064.0328248988
1596401900,-29.5622446640379,-127.863353202202,2979.24538280949
1596401901,-29.5536553854622,-127.847274876173,2882.19003879449
1596401902,-29.5447587814228,-127.830691318641,3082.29845146892
1596401903,-29.5355590865445,-127.813615866359,3083.90198473323
1596401904,-29.5260736937556,-127.796072090605,2982.94714024713
1596401905,-29.5163202635219,-127.778090542567,2985.77602735724
1596401906,-29.5063155769225,-127.759700391399,3171.78385235004
1596401907,-29.4960774312952,-127.740922314837,2861.33633856289
1596401908,-29.4856217494278,-127.721779287977,2861.41262417242
1596401909,-29.4749722855345,-127.702304420799,3028.2964025462
1596401910,-29.4749722855345,-127.702304420799,2990.42026212562
1596401911,-29.4714021862228,-127.69526875914,3106.17623001418
1596401912,-29.4678254800263,-127.688220141366,3063.16955689974
1596401913,-29.4642281954155,-127.681131996733,2904.39230559833
1596401914,-29.4606051810835,-127.673982221405,2899.74730039128
1596401915,-29.4569630854175,-127.666765478906,2978.68846597024
1596401916,-29.4533048552404,-127.6594848388,2885.41879871176
1596401917,-29.4496284260529,-127.652135844342,3123.12239863969
1596401918,-29.4459301383694,-127.644711508102,2937.98410524726
1596401919,-29.4422030131621,-127.637207789054,2935.81493754065
1596401920,-29.4384480598967,-127.629626878257,2848.9338271459
1596401921,-29.4346701805429,-127.621973888978,3052.54352392628
1596401922,-29.4308693502126,-127.614254037688,2996.92979001048
