t,lat,lon,alt
1596398422,29.703352,19.665156,3097.53800172846
1596398423,29.710536860781,19.6711526995384,2922.81375445593
1596398424,29.7177269320709,19.6771497006572,3101.67051316903
1596398425,29.7249243281473,19.6831529080759,2855.46798114463
1596398426,29.7321253151703,19.6891704540646,2980.83230598086
1596398427,29.7393318195396,19.6952013079152,3023.791510136
1596398428,29.7465478663724,19.7012429729235,3081.97331111499
1596398429,29.7537792933503,19.7072981367174,2883.88265812622
1596398430,29.7537792933503,19.7072981367174,2947.62881899403
1596398431,29.7609641541313,19.7132948362558,3087.30024111321
1596398432,29.7681579258352,19.7193015503239,2963.40857341211
1596398433,29.7753761895229,19.7253287890651,2920.87431156166
1596398434,29.7826296000211,19.7313828093858,2895.8475935349
1596398435,29.7899258178488,19.7374697255552,2923.75816538495
1596398436,29.7972694572411,19.7435873618175,2982.96946053032
1596398437,29.8046593833907,19.749730842033,2976.5272167581
1596398438,29.8120921376756,19.7558968363649,2913.73465804601
1596398439,29.8120921376756,19.7558968363649,2930.16845550593
1596398440,29.8192769984566,19.7618935359033,3063.24309671677
1596398441,29.8264637711319,19.7679003613359,3103.10040560881
1596398442,29.8336543631365,19.7739268182967,2893.0612923008
1596398443,29.8408590708739,19.7799774364771,3138.82197061688
1596398444,29.8480921159508,19.7860560530216,3058.88897570755
1596398445,29.8553581843619,19.7921635219082,3108.26450388771
1596398446,29.8626591260853,19.7983022689749,3095.45796385666
1596398447,29.8699920117734,19.8044677571025,2883.45389018798
1596398448,29.8699920117734,19.8044677571025,2935.70176015563
1596398449,29.8771768725544,19.8104644566409,2901.07114798359
1596398450,29.8843626432652,19.8164702268583,3091.24497307117
1596398451,29.8915608002142,19.822495938147,2927.09360721425
1596398452,29.8987922620772,19.8285441285312,3087.2178005802
1596398453,29.9060694352741,19.8346196513683,3131.13225898841
1596398454,29.9133950078856,19.8407256413603,2897.46764676069
1596398455,29.9207701838515,19.8468605927459,2904.21953550145
1596398456,29.9281924233728,19.8530231799082,3089.34152946763
1596398457,29.9281924233728,19.8530231799082,2955.10824033275
1596398458,29.9353772841538,19.8590198794466,3147.93552530806
1596398459,29.9425653902959,19.8650221466624,3072.50048115735
1596398460,29.9497596291272,19.8710384175076,2948.68739153081
1596398461,29.9569601736193,19.8770687805955,2953.65395869836
1596398462,29.9641747949833,19.8831115831502,2974.69255475338
1596398463,29.9714166588361,19.8891704096905,3176.73946121572
1596398464,29.9786934463082,19.8952461295671,2923.21029273054
1596398465,29.9860081892803,19.9013326800407,2799.72681302833
1596398466,29.9860081892803,19.9013326800407,3065.29564484472
1596398467,29.9931930500613,19.9073293795791,3033.22666119686
1596398468,30.0003861332104,19.9133316378052,3206.11206751811
1596398469,30.0076000073489,19.9193438949668,3214.22487384404
1596398470,30.0148408170102,19.9253711281994,2957.1393006923
1596398471,30.0221101238479,19.9314224910897,2908.6408562589
1596398472,30.0294077463625,19.9374995616116,2888.9446463072
1596398473,30.036732084188,19.9436008293964,2933.05846223619
1596398474,30.0440794378252,19.9497237566951,2747.63660576131
1596398475,30.0440794378252,19.9497237566951,2931.9195446994
1596398476,30.0512642986062,19.9557204562335,3076.98517077411
1596398477,30.0584554508698,19.9617188164264,3133.74262032195
1596398478,30.0656592216004,19.9677234340191,2971.60618722798
1596398479,30.0728811064802,19.9737352428326,2988.1748198956
1596398480,30.0801299937402,19.9797602811147,3277.43603129844
1596398481,30.0874114441183,19.9858068250935,2972.34348103757
1596398482,30.0947276541961,19.9918757305425,3087.62776097826
1596398483,30.1020756580375,19.9979672652925,2927.82701255885
1596398484,30.1020756580375,19.9979672652925,2949.03125870178
1596398485,30.1092605188185,20.0039639648309,2925.72754180977
1596398486,30.1164483827629,20.0099617005161,3121.05931930149
1596398487,30.1236469697075,20.0159662634948,3045.4823960104
1596398488,30.1308671915859,20.0219880454453,2988.19753179233
1596398489,30.1381140713607,20.0280356404218,3071.36308509504
1596398490,30.1453906107748,20.0341127762238,3017.78345445601
1596398491,30.1527054122479,20.0402173439962,2853.62282171258
1596398492,30.1600590431343,20.0463483061183,3049.29847848815
1596398493,30.1600590431343,20.0463483061183,3140.44962817625
1596398494,30.1672439039153,20.0523450056567,3000.28534886356
1596398495,30.1744374957612,20.0583428745824,3128.49468770001
1596398496,30.1816518526505,20.0643454919917,3107.03493279411
1596398497,30.1888972638392,20.0703588681239,3083.84810681596
1596398498,30.1961810403329,20.0763824686408,2935.09841023694
1596398499,30.2035051210343,20.0824147083458,2900.5355457421
1596398500,30.2108732781337,20.0884617283391,3023.74270121577
1596398501,30.2182860950548,20.0945260690974,3005.97306710472
1596398502,30.2182860950548,20.0945260690974,3045.09948257275
1596398503,30.2254709558359,20.1005227686358,2889.53917142181
1596398504,30.2326676258894,20.1065255247729,3025.1665087071
1596398505,30.2398893219712,20.112543428164,3161.98048691623
1596398506,30.2471362142419,20.1185841321123,3012.14732342754
1596398507,30.2544118217723,20.1246541141574,3169.49793751738
1596398508,30.2617213258272,20.1307572905059,3015.40045561525
1596398509,30.2690627853505,20.1368954043209,3083.52858282514
1596398510,30.2764313670708,20.1430715370507,3007.53090633389
1596398511,30.2764313670708,20.1430715370507,3005.53925544553
1596398512,30.2836162278518,20.1490682365891,2816.86795460721
