t,lat,lon,alt
1596400206,-46.2080185,98.389039,2904.59165603224
1596400207,-46.2036885684937,98.3950703686823,3009.3078104581
1596400208,-46.1993563953777,98.4011050155,2889.85693827829
1596400209,-46.1950154118097,98.4071514772986,2938.08396452547
1596400210,-46.1906573537489,98.4132162582346,2895.13796385791
1596400211,-46.1862731560941,98.4193102435422,2904.48828659209
1596400212,-46.1818524950689,98.4254456783451,3200.52281034118
1596400213,-46.177387383355,98.4316303540382,2883.51399583123
1596400214,-46.1728758069352,98.4378718844763,2964.64408421627
1596400215,-46.1683183229879,98.4441676137075,2878.67193634122
1596400216,-46.1637143136058,98.4505102987103,2998.58813300243
1596400217,-46.1590665613239,98.456898090503,2828.64305325108
1596400218,-46.1543810429345,98.4633308534225,3120.4499267317
1596400219,-46.1543810429345,98.4633308534225,2881.12185457045
1596400220,-46.1500511114282,98.4693622221048,3138.3810288179
1596400221,-46.1457211776283,98.4754027016059,3051.53464019689
1596400222,-46.1413865698235,98.4814692727005,3087.1443062295
1596400223,-46.137032169452,98.4875723584716,3122.96318425029
1596400224,-46.1326440888932,98.493715698918,2931.91898634593
1596400225,-46.1282185411313,98.4999010103639,3248.91785160485
1596400226,-46.1237522565718,98.5061332181195,3153.651017898
1596400227,-46.1192441184702,98.5124231457015,2992.29856895751
1596400228,-46.1146940338659,98.518778573367,3065.56207009374
1596400229,-46.1101038185038,98.5251986036566,3005.51891475051
1596400230,-46.1054767620554,98.531681046192,2963.86399801308
1596400231,-46.1008137242411,98.5382212659264,2835.78976214549
1596400232,-46.1008137242411,98.5382212659264,2974.56086818754
1596400233,-46.0964837927349,98.5442526346087,3043.04340500284
1596400234,-46.0921483257728,98.5502942330881,2890.54237571174
1596400235,-46.0877940852586,98.5563623003484,3082.70261853135
1596400236,-46.0834116444072,98.5624762174362,3194.3162326148
1596400237,-46.078992515136,98.5686539285428,3131.84879469917
1596400238,-46.0745235153054,98.5749000654693,2958.42458823119
1596400239,-46.0700007316055,98.5812178743125,2911.29845255562
1596400240,-46.0654257615271,98.5876057557716,3078.17955696744
1596400241,-46.0608010014471,98.5940607775212,2963.35869643588
1596400242,-46.0561294387697,98.6005810937613,2916.07588879841
1596400243,-46.0514118454011,98.6071650477672,2877.91934167861
1596400244,-46.0466539740936,98.6138087948299,2971.82270598847
1596400245,-46.0466539740936,98.6138087948299,2904.21008028621
1596400246,-46.0423240425873,98.6198401635122,3078.35502721811
1596400247,-46.0379848336007,98.6258861584715,3117.90704706682
1596400248,-46.0336134927013,98.6319620141351,2931.55668558341
1596400249,-46.0291937894014,98.638075940192,3011.12044511791
1596400250,-46.0247182673748,98.6442365713806,3018.28263250226
1596400251,-46.0201799796795,98.6504485849506,3052.15044199549
1596400252,-46.0155739089843,98.6567119494394,3086.29616413765
1596400253,-46.0108930726115,98.6630236578256,2970.9806027464
1596400254,-46.0061356799094,98.6693931253053,2972.44808066886
1596400255,-46.0013040588573,98.6758215600919,3009.96372344744
1596400256,-45.9964000702315,98.6823008369214,3100.3852688964
1596400257,-45.9914257395775,98.6888298943758,3099.28667129772
1596400258,-45.9914257395775,98.6888298943758,3017.02738900558
1596400259,-45.9870958080712,98.6948612630581,3013.26882308366
1596400260,-45.9827577267985,98.700897236353,2907.99401741226
1596400261,-45.9784016626504,98.7069478551279,3033.25676865382
1596400262,-45.9740182122195,98.7130329523218,3052.39348160642
1596400263,-45.9696016306583,98.7191681936877,2944.94937053168
1596400264,-45.9651506285522,98.7253635214552,2945.12053802759
1596400265,-45.9606594934232,98.7316299697824,2837.25479344105
1596400266,-45.9561291326827,98.7379699969002,3158.27377485395
1596400267,-45.9515654912193,98.7443809809018,3079.1677638974
1596400268,-45.946972648685,98.7508548504665,2943.78131022094
1596400269,-45.9423506826083,98.7573896704184,2977.06071125191
1596400270,-45.9377025034641,98.7639865059109,3089.19721941943
1596400271,-45.9377025034641,98.7639865059109,2872.25973692715
1596400272,-45.9333725719578,98.7700178745933,2825.45541052291
