t,lat,lon,alt
1596397833,47.4967215,139.273126,2962.2005515462
1596397834,47.4967215,139.273126,3015.73691782963
1596397835,47.480623219405,139.284341491137,3024.32855622
1596397836,47.4645196227739,139.295559663734,3149.63147306469
1596397837,47.4484035127286,139.306782038146,2964.06404727517
1596397838,47.4484035127286,139.306782038146,3100.18333801421
1596397839,47.4323052321336,139.317997529283,3076.59873077525
1596397840,47.4162041777302,139.32921262005,3081.097885238
1596397841,47.4162041777302,139.32921262005,3032.03847496329
1596397842,47.4001058971352,139.340428111187,2863.3280187588
1596397843,47.3840077870706,139.351644524809,2963.33913970913
1596397844,47.3840077870706,139.351644524809,3037.13117138075
1596397845,47.3679095064756,139.362860015946,2818.36009775987
1596397846,47.3518148110472,139.374078428155,2661.35556718046
1596397847,47.3518148110472,139.374078428155,2879.09127654953
1596397848,47.3357165304522,139.385293919292,3004.08708599076
1596397849,47.3357165304522,139.385293919292,3124.47738873659
1596397850,47.3196182498572,139.396509410429,2947.84297584985
1596397851,47.3035186928852,139.407726639443,3030.41704981359
1596397852,47.3035186928852,139.407726639443,2957.07336282121
1596397853,47.2874204122901,139.41894213058,3057.99861971333
1596397854,47.2713236302011,139.430160723049,3063.35142745884
1596397855,47.2713236302011,139.430160723049,2936.68350568278
1596397856,47.2552253496061,139.441376214186,2850.41498523242
1596397857,47.2391226523029,139.452591248685,3013.02522942766
1596397858,47.2391226523029,139.452591248685,2854.51037879686
1596397859,47.2230243717079,139.463806739822,3142.68612827036
1596397860,47.2069256002459,139.475022180733,3049.96160001667
1596397861,47.2069256002459,139.475022180733,3061.34983047524
1596397862,47.1908273196509,139.48623767187,2821.53322982302
1596397863,47.1747303820377,139.497456006498,2741.84241704549
1596397864,47.1747303820377,139.497456006498,3024.71579058462
1596397865,47.1586321014427,139.508671497635,3040.67231274822
1596397866,47.1586321014427,139.508671497635,2986.41578780777
1596397867,47.1425338208477,139.519886988772,3052.02876697055
1596397868,47.1264331175261,139.531104626259,3081.53058425852
1596397869,47.1264331175261,139.531104626259,2886.56189779854
1596397870,47.1103348369311,139.542320117396,3043.00423729958
1596397871,47.0942360695634,139.553541682522,2964.29223993729
1596397872,47.0942360695634,139.553541682522,3142.0572679448
1596397873,47.0781377889684,139.564757173659,3052.1518254742
1596397874,47.0620386576492,139.575975438067,3054.18968637344
1596397875,47.0620386576492,139.575975438067,2929.1612753132
1596397876,47.0459403770542,139.587190929204,2909.55555005686
1596397877,47.0298447709352,139.598406324502,3076.92956385906
1596397878,47.0298447709352,139.598406324502,3175.8965933775
1596397879,47.0137464903402,139.609621815639,2915.48315370117
1596397880,47.0137464903402,139.609621815639,2804.5554311636
1596397881,46.9976482097452,139.620837306776,3031.56873872335
1596397882,46.9815423233963,139.632055617878,2983.02608678574
1596397883,46.9815423233963,139.632055617878,2959.88420364687
1596397884,46.9654440428013,139.643271109015,2846.92506573415
1596397885,46.9493450761232,139.654485237001,3049.59720567798
1596397886,46.9493450761232,139.654485237001,3064.00226535795
1596397887,46.9332467955281,139.665700728137,3053.2143781415
1596397888,46.9171466826989,139.676922029375,2924.67097874719
1596397889,46.9171466826989,139.676922029375,3054.07588715058
1596397890,46.9010484021039,139.688137520512,3094.50296218168
1596397891,46.884947365774,139.699354702768,2981.39763856953
