t,lat,lon,alt
1596402337,30.911928,-138.008055,3099.82895510303
1596402338,30.9197779472549,-138.007391955481,3185.75077925747
1596402339,30.9276289743519,-138.006726941289,2889.47534383819
1596402340,30.9354936579052,-138.006058749678,2994.70962528469
1596402341,30.9433928985809,-138.005389910108,3062.36072957268
1596402342,30.9513415877434,-138.00471933688,3049.40699375952
1596402343,30.9593464926568,-138.004042161894,2777.70417762615
1596402344,30.9674125676688,-138.003356369205,2862.05514538285
1596402345,30.975547424179,-138.002663505059,2877.92189957833
1596402346,30.9837498595908,-138.0019664051,3143.62256510797
1596402347,30.9920115130559,-138.001269806095,3098.42830621489
1596402348,30.9920115130559,-138.001269806095,3021.2089420734
1596402349,30.9998614603107,-138.000606761576,2894.94563855224
1596402350,31.0077145237929,-137.999945770089,3189.2253089096
1596402351,31.0155865787945,-137.999291809722,3004.07377098014
1596402352,31.0235013607739,-137.998648826319,3010.05626243537
1596402353,31.0314770584104,-137.998015207025,3024.23742480732
1596402354,31.0395299864884,-137.997386912479,3057.52044784946
1596402355,31.0476644969464,-137.996759214915,2980.32488047196
1596402356,31.0558741828778,-137.996128661327,2743.85835300972
1596402357,31.0641534590579,-137.995496345246,2892.06677011701
1596402358,31.072499167331,-137.994865793965,2988.09976609952
1596402359,31.0809075082814,-137.994239309911,3163.06564354817
1596402360,31.0809075082814,-137.994239309911,2820.7792148003
1596402361,31.0887574555363,-137.993576265392,2907.09474182941
1596402362,31.0966182477326,-137.992910994657,2954.93441617368
1596402363,31.1045100323265,-137.99224213405,2914.73627812228
1596402364,31.1124555095395,-137.991568285698,2942.39494693947
1596402365,31.1204657059218,-137.990886994012,2971.02071924707
1596402366,31.1285387374495,-137.990194901825,2808.69422756805
1596402367,31.136668902354,-137.989492554619,2931.24944345092
1596402368,31.1448474660622,-137.988783089089,3151.81816927175
1596402369,31.1530703433831,-137.988063502845,2906.71497720729
1596402370,31.1613374757286,-137.987334011725,3079.66850771567
1596402371,31.1696516306852,-137.986594080444,2929.36525186526
1596402372,31.1696516306852,-137.986594080444,3062.64910338418
1596402373,31.1775015779401,-137.985931035925,2989.13055309431
1596402374,31.185355435937,-137.985269079549,3028.48212528432
1596402375,31.1932354576568,-137.98460958998,3053.47127583302
1596402376,31.2011714488322,-137.98395458963,2832.71472591689
1596402377,31.209184704593,-137.983306550633,2978.69089709496
1596402378,31.2172837812387,-137.982668139514,3117.50217415838
1596402379,31.2254689979817,-137.982039653466,2861.64941923179
1596402380,31.2337401587976,-137.981417530943,2877.88070655259
1596402381,31.2420937546403,-137.980796736676,2964.18548360401
1596402382,31.2505263966416,-137.980176160288,3110.498791341
1596402383,31.2590335532065,-137.979560360502,3064.92160476483
1596402384,31.2590335532065,-137.979560360502,3068.24887483409
1596402385,31.2668835004614,-137.978897315984,2999.42167088007
